Year,Geography,Time leaving for work ,Age ,Gender ,Main mode of commuting ,Commuting duration,Value
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,Active transportation,Average commuting duration (in minutes),27
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Men+,Other method,Average commuting duration (in minutes),8.5
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,Total - Main mode of commuting,Average commuting duration (in minutes),31.8
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,"Car, truck or van",Average commuting duration (in minutes),31.8
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),31.5
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,Sustainable transportation,Average commuting duration (in minutes),37
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,Active transportation,Average commuting duration (in minutes),23
2021,Trent Lakes,Total - Time leaving for work,Total (all ages),Women+,Other method,Average commuting duration (in minutes),26.8
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),29.8
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),33
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),35.2
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),20
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Total (all genders),Other method,Average commuting duration (in minutes),15.2
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),32.4
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,"Car, truck or van",Average commuting duration (in minutes),35.6
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),36
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,Active transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Men+,Other method,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),25.2
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,"Car, truck or van",Average commuting duration (in minutes),28
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),34
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,Active transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,15 to 24 years,Women+,Other method,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),39
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),39.5
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),38.5
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),40
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),Public transit,Average commuting duration (in minutes),68
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),Active transportation,Average commuting duration (in minutes),30.8
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Total (all genders),Other method,Average commuting duration (in minutes),16
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),45
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,"Car, truck or van",Average commuting duration (in minutes),45.5
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),44.6
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,Sustainable transportation,Average commuting duration (in minutes),40
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,Active transportation,Average commuting duration (in minutes),40
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Men+,Other method,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),32
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,"Car, truck or van",Average commuting duration (in minutes),31.9
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),31.2
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,Sustainable transportation,Average commuting duration (in minutes),40
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,Active transportation,Average commuting duration (in minutes),25
2021,Trent Lakes,Total - Time leaving for work,25 to 64 years,Women+,Other method,Average commuting duration (in minutes),21
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),Total - Main mode of commuting,Average commuting duration (in minutes),35.6
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),"Car, truck or van",Average commuting duration (in minutes),35.6
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),Driver (only worker in vehicle),Average commuting duration (in minutes),35.2
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),Sustainable transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),Active transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Total (all genders),Other method,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,Total - Main mode of commuting,Average commuting duration (in minutes),33.2
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,"Car, truck or van",Average commuting duration (in minutes),35.2
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,Driver (only worker in vehicle),Average commuting duration (in minutes),35.6
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,Sustainable transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,Public transit,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,Active transportation,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Men+,Other method,Average commuting duration (in minutes),0
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Women+,Total - Main mode of commuting,Average commuting duration (in minutes),39.5
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Women+,"Car, truck or van",Average commuting duration (in minutes),37
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Women+,Driver (only worker in vehicle),Average commuting duration (in minutes),35
2021,Trent Lakes,Total - Time leaving for work,65 years and over,Women+,Passenger (only worker in vehicle),Average commuting duration (in minutes),0
