Year,GEO,Gender (3a),Economic family characteristics of persons (13),Age (8),Individual MBM poverty status (7),Value
2020,Trent Lakes,Men+,Total - Persons in economic families,0 to 17 years,In poverty,35.0
2020,Trent Lakes,Men+,Total - Persons in economic families,0 to 17 years,Poverty rate (%),9.2
2020,Trent Lakes,Men+,Total - Persons in economic families,0 to 5 years,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Persons in economic families,6 to 17 years,In poverty,30.0
2020,Trent Lakes,Men+,Total - Persons in economic families,6 to 17 years,Poverty rate (%),12.2
2020,Trent Lakes,Men+,Total - Persons in economic families,18 to 24 years,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Persons in economic families,25 to 54 years,In poverty,35.0
2020,Trent Lakes,Men+,Total - Persons in economic families,25 to 54 years,Poverty rate (%),4.9
2020,Trent Lakes,Men+,Total - Persons in economic families,55 to 64 years,In poverty,30.0
2020,Trent Lakes,Men+,Total - Persons in economic families,55 to 64 years,Poverty rate (%),4.8
2020,Trent Lakes,Men+,Total - Persons in economic families,65 years and over,Poverty rate (%),0.0
2015,Trent Lakes,Men+,Total - Persons in economic families,Total - Age,In poverty,180.0
2015,Trent Lakes,Men+,Total - Persons in economic families,Total - Age,Poverty rate (%),7.6
2015,Trent Lakes,Men+,Total - Persons in economic families,0 to 17 years,In poverty,45.0
2015,Trent Lakes,Men+,Total - Persons in economic families,0 to 17 years,Poverty rate (%),13.8
2015,Trent Lakes,Men+,Total - Persons in economic families,0 to 5 years,In poverty,20.0
2015,Trent Lakes,Men+,Total - Persons in economic families,0 to 5 years,Poverty rate (%),26.7
2015,Trent Lakes,Men+,Total - Persons in economic families,6 to 17 years,In poverty,20.0
2015,Trent Lakes,Men+,Total - Persons in economic families,6 to 17 years,Poverty rate (%),8.2
2015,Trent Lakes,Men+,Total - Persons in economic families,18 to 24 years,Poverty rate (%),0.0
2015,Trent Lakes,Men+,Total - Persons in economic families,25 to 54 years,In poverty,60.0
2015,Trent Lakes,Men+,Total - Persons in economic families,25 to 54 years,Poverty rate (%),8.9
2015,Trent Lakes,Men+,Total - Persons in economic families,55 to 64 years,In poverty,40.0
2015,Trent Lakes,Men+,Total - Persons in economic families,55 to 64 years,Poverty rate (%),8.1
2015,Trent Lakes,Men+,Total - Persons in economic families,65 years and over,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,Total - Age,In poverty,80.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,Total - Age,Poverty rate (%),16.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,0 to 17 years,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,0 to 5 years,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,6 to 17 years,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,18 to 24 years,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,25 to 54 years,Poverty rate (%),0.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,55 to 64 years,In poverty,60.0
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,55 to 64 years,Poverty rate (%),35.3
2020,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,65 years and over,Poverty rate (%),0.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,Total - Age,In poverty,95.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,Total - Age,Poverty rate (%),25.3
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,0 to 17 years,Poverty rate (%),0.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,0 to 5 years,Poverty rate (%),0.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,6 to 17 years,Poverty rate (%),0.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,18 to 24 years,Poverty rate (%),0.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,25 to 54 years,In poverty,50.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,25 to 54 years,Poverty rate (%),47.6
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,55 to 64 years,In poverty,25.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,55 to 64 years,Poverty rate (%),22.7
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,65 years and over,In poverty,15.0
2015,Trent Lakes,Men+,Total - Household living arrangements for persons not in economic families,65 years and over,Poverty rate (%),10.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,Total - Age,In poverty,140.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,Total - Age,Poverty rate (%),4.5
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,0 to 17 years,In poverty,30.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,0 to 17 years,Poverty rate (%),8.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,0 to 5 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,6 to 17 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,18 to 24 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,25 to 54 years,In poverty,55.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,25 to 54 years,Poverty rate (%),6.4
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,55 to 64 years,In poverty,45.0
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,55 to 64 years,Poverty rate (%),6.2
2020,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,65 years and over,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,Total - Age,In poverty,240.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,Total - Age,Poverty rate (%),9.3
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,0 to 17 years,In poverty,60.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,0 to 17 years,Poverty rate (%),20.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,0 to 5 years,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,6 to 17 years,In poverty,55.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,6 to 17 years,Poverty rate (%),28.9
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,18 to 24 years,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,25 to 54 years,In poverty,95.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,25 to 54 years,Poverty rate (%),12.7
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,55 to 64 years,In poverty,50.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,55 to 64 years,Poverty rate (%),7.4
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,65 years and over,In poverty,25.0
2015,Trent Lakes,Women+,Total - Persons by selected economic family characteristics,65 years and over,Poverty rate (%),3.4
2020,Trent Lakes,Women+,Total - Persons in economic families,Total - Age,In poverty,100.0
2020,Trent Lakes,Women+,Total - Persons in economic families,Total - Age,Poverty rate (%),3.7
2020,Trent Lakes,Women+,Total - Persons in economic families,0 to 17 years,In poverty,30.0
2020,Trent Lakes,Women+,Total - Persons in economic families,0 to 17 years,Poverty rate (%),8.0
2020,Trent Lakes,Women+,Total - Persons in economic families,0 to 5 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Persons in economic families,6 to 17 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Persons in economic families,18 to 24 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Persons in economic families,25 to 54 years,In poverty,40.0
2020,Trent Lakes,Women+,Total - Persons in economic families,25 to 54 years,Poverty rate (%),5.0
2020,Trent Lakes,Women+,Total - Persons in economic families,55 to 64 years,In poverty,30.0
2020,Trent Lakes,Women+,Total - Persons in economic families,55 to 64 years,Poverty rate (%),4.9
2020,Trent Lakes,Women+,Total - Persons in economic families,65 years and over,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Persons in economic families,Total - Age,In poverty,160.0
2015,Trent Lakes,Women+,Total - Persons in economic families,Total - Age,Poverty rate (%),7.0
2015,Trent Lakes,Women+,Total - Persons in economic families,0 to 17 years,In poverty,50.0
2015,Trent Lakes,Women+,Total - Persons in economic families,0 to 17 years,Poverty rate (%),17.2
2015,Trent Lakes,Women+,Total - Persons in economic families,0 to 5 years,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Persons in economic families,6 to 17 years,In poverty,45.0
2015,Trent Lakes,Women+,Total - Persons in economic families,6 to 17 years,Poverty rate (%),25.0
2015,Trent Lakes,Women+,Total - Persons in economic families,18 to 24 years,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Persons in economic families,25 to 54 years,In poverty,75.0
2015,Trent Lakes,Women+,Total - Persons in economic families,25 to 54 years,Poverty rate (%),10.6
2015,Trent Lakes,Women+,Total - Persons in economic families,55 to 64 years,In poverty,30.0
2015,Trent Lakes,Women+,Total - Persons in economic families,55 to 64 years,Poverty rate (%),4.9
2015,Trent Lakes,Women+,Total - Persons in economic families,65 years and over,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,Total - Age,In poverty,45.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,Total - Age,Poverty rate (%),10.5
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,0 to 17 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,0 to 5 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,6 to 17 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,18 to 24 years,Poverty rate (%),0.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,25 to 54 years,In poverty,20.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,25 to 54 years,Poverty rate (%),28.6
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,55 to 64 years,In poverty,20.0
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,55 to 64 years,Poverty rate (%),17.4
2020,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,65 years and over,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,Total - Age,In poverty,70.0
2015,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,Total - Age,Poverty rate (%),24.1
2015,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,0 to 17 years,Poverty rate (%),0.0
2015,Trent Lakes,Women+,Total - Household living arrangements for persons not in economic families,0 to 5 years,Poverty rate (%),0.0
