Year,Gender (3a),Economic family characteristics of persons (13),Unnamed: 3,Age (8),Individual MBM poverty status (7),Value
2015,Total - Gender,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,285.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,285.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,In poverty,35.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,255.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),12.3
2015,Total - Gender,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),48.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,175.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,175.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,In poverty,45.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,135.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),25.7
2015,Total - Gender,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),26.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,610.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,610.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,85.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,520.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),13.9
2015,Total - Gender,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),31.2
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,575.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,575.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,50.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,525.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),8.7
2015,Total - Gender,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),50.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,715.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,715.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,In poverty,70.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,650.0
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),9.8
2015,Total - Gender,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,1490.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,1490.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,105.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,1390.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),7.0
2020,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),36.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,165.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,165.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,150.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Total - Individual MBM poverty status,40.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty status - applicable,40.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Not in poverty,40.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,0 to 5 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Total - Individual MBM poverty status,120.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty status - applicable,120.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Not in poverty,110.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,6 to 17 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Total - Individual MBM poverty status,95.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty status - applicable,95.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Not in poverty,90.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,18 to 24 years,Average poverty gap ratio (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Total - Individual MBM poverty status,355.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty status - applicable,355.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,In poverty,30.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Not in poverty,330.0
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Poverty rate (%),8.5
2020,Men+,Total - Persons by selected economic family characteristics,,25 to 54 years,Average poverty gap ratio (%),38.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Total - Individual MBM poverty status,380.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty status - applicable,380.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,In poverty,55.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Not in poverty,325.0
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Poverty rate (%),14.5
2020,Men+,Total - Persons by selected economic family characteristics,,55 to 64 years,Average poverty gap ratio (%),42.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Total - Individual MBM poverty status,495.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty status - applicable,495.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Not in poverty,490.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Poverty rate (%),0.0
2020,Men+,Total - Persons by selected economic family characteristics,,65 years and over,Average poverty gap ratio (%),0.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Total - Individual MBM poverty status,1260.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty status - applicable,1260.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,In poverty,140.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Not in poverty,1120.0
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Poverty rate (%),11.1
2015,Men+,Total - Persons by selected economic family characteristics,,Total - Age,Average poverty gap ratio (%),32.5
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Total - Individual MBM poverty status,190.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty status - applicable,190.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,In poverty,25.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Not in poverty,165.0
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Poverty rate (%),13.2
2015,Men+,Total - Persons by selected economic family characteristics,,0 to 17 years,Average poverty gap ratio (%),44.0
